Number,acc_sum,block,block_c,block_cond,con_img,correct,correct_response,datetime,endtime,jitter,project,response,response_time,row_sel,session_number,start_end,starttime,subject_id,task,task_vers,trial
8,1,prac,1,A,circle.png,1,m,Thu Sep 03 2026 17:14:11 GMT-0500 (Central Daylight Time),55759.60000002384,1600,I,m,1107,7,,3494.6999999284744,52264.90000009537,8151,NTS,A,1
7,2,prac,1,A,circle.png,1,m,Thu Sep 03 2026 17:14:11 GMT-0500 (Central Daylight Time),58907.0,1700,I,m,654,6,,3138.899999976158,55768.10000002384,8151,NTS,A,2
1,3,prac,1,A,circle.png,1,z,Thu Sep 03 2026 17:14:11 GMT-0500 (Central Daylight Time),61323.10000002384,1000,I,z,620,1,,2410.100000023842,58913.0,8151,NTS,A,3
9,4,prac,1,A,circle.png,1,m,Thu Sep 03 2026 17:14:11 GMT-0500 (Central Daylight Time),64157.0,1500,I,m,552,8,,2827.5999999046326,61329.40000009537,8151,NTS,A,4
8,5,prac,1,A,circle.png,1,m,Thu Sep 03 2026 17:14:11 GMT-0500 (Central Daylight Time),67071.20000004768,1600,I,m,533,7,,2907.7999999523163,64163.40000009537,8151,NTS,A,5
6,6,prac,1,A,circle.png,1,m,Thu Sep 03 2026 17:14:11 GMT-0500 (Central Daylight Time),70387.0,1900,I,m,628,5,,3309.0,67078.0,8151,NTS,A,6
7,7,prac,1,A,circle.png,1,m,Thu Sep 03 2026 17:14:11 GMT-0500 (Central Daylight Time),73402.90000009537,1700,I,m,521,6,,3008.600000023842,70394.30000007153,8151,NTS,A,7
9,8,prac,1,A,circle.png,1,m,Thu Sep 03 2026 17:14:11 GMT-0500 (Central Daylight Time),76235.10000002384,1500,I,m,536,8,,2826.600000023842,73408.5,8151,NTS,A,8
3,9,prac,1,A,circle.png,1,z,Thu Sep 03 2026 17:14:11 GMT-0500 (Central Daylight Time),78950.70000004768,1200,I,z,717,3,,2709.0,76241.70000004768,8151,NTS,A,9
4,10,prac,1,A,circle.png,1,z,Thu Sep 03 2026 17:14:11 GMT-0500 (Central Daylight Time),82066.60000002384,1400,I,z,920,4,,3110.1999999284744,78956.40000009537,8151,NTS,A,10
