Symbol,acc_sum,block_c,block_dur,clicked_response,condition,continue_roi_ticked,correct,correct_response,countdown,cursor_x,cursor_y,datetime,endtime,my_cursor_roi,my_cursor_roi_ticked,project,response,session_number,start_end,starttime,subject_id,task,task_vers,time_test_box_response,time_test_clicked_response,time_test_display_stimuli,trial,x_continue_box,y_continue_box
,0,0,0.0,1,,yes,1,1,120000.0,238,154,Thu May 29 2025 18:20:34 GMT-0400 (Eastern Daylight Time),,box1,yes,I,1,1,,,9018,DSST,A,,,,0,160,113
),1,1,0.0,3,prac,yes,1,3,120000.0,267,163,Thu May 29 2025 18:20:34 GMT-0400 (Eastern Daylight Time),54440.0,box3,yes,I,1,1,2966.8000000715256,51473.199999928474,9018,DSST,A,,,,1,160,113
T,2,1,0.0,2,prac,yes,1,2,120000.0,242,135,Thu May 29 2025 18:20:34 GMT-0400 (Eastern Daylight Time),58272.799999952316,box2,yes,I,1,1,3051.7999999523163,55221.0,9018,DSST,A,,,,2,160,113
^,3,1,0.0,7,prac,yes,1,7,120000.0,275,144,Thu May 29 2025 18:20:34 GMT-0400 (Eastern Daylight Time),62089.59999990463,box7,yes,I,1,1,3034.1999999284744,59055.39999997616,9018,DSST,A,,,,3,160,113
O,4,1,0.0,6,prac,yes,1,6,120000.0,368,149,Thu May 29 2025 18:20:34 GMT-0400 (Eastern Daylight Time),65556.29999995232,box6,yes,I,1,1,2684.0,62872.299999952316,9018,DSST,A,,,,4,160,113
L,5,1,0.0,4,prac,yes,1,4,120000.0,203,143,Thu May 29 2025 18:20:34 GMT-0400 (Eastern Daylight Time),69289.59999990463,box4,yes,I,1,1,2951.5999999046326,66338.0,9018,DSST,A,,,,5,160,113
-,6,1,0.0,1,prac,yes,1,1,120000.0,220,136,Thu May 29 2025 18:20:34 GMT-0400 (Eastern Daylight Time),72806.39999997616,box1,yes,I,1,1,2733.100000023842,70073.29999995232,9018,DSST,A,,,,6,160,113
X,7,1,0.0,8,prac,yes,1,8,120000.0,267,136,Thu May 29 2025 18:20:34 GMT-0400 (Eastern Daylight Time),76989.89999997616,box8,yes,I,1,1,3404.399999976158,73585.5,9018,DSST,A,,,,7,160,113
U,8,1,0.0,5,prac,yes,1,5,120000.0,320,140,Thu May 29 2025 18:20:34 GMT-0400 (Eastern Daylight Time),80506.39999997616,box5,yes,I,1,1,2740.0,77766.39999997616,9018,DSST,A,,,,8,160,113
+,9,1,0.0,9,prac,yes,1,9,120000.0,224,132,Thu May 29 2025 18:20:34 GMT-0400 (Eastern Daylight Time),84022.89999997616,box9,yes,I,1,1,2737.100000023842,81285.79999995232,9018,DSST,A,,,,9,160,113
T,1,1,3.3459999561309814,2,test,yes,1,2,116654.00004386902,219,147,Thu May 29 2025 18:20:34 GMT-0400 (Eastern Daylight Time),101306.69999992847,box2,yes,I,1,1,3326.100000023842,97980.59999990463,9018,DSST,A,98761.0,99699.0,96374.0,1,160,113
