block_c,block_dur,condition,countdown,datetime,endtime,list,multichar_response,project,response,response_time,session_number,start_end,starttime,subject_id,task,task_vers,trial
8,2.383000135421753,delay,57616.99986457825,Tue Mar 03 2026 17:42:27 GMT-0600 (Central Standard Time),41912.10000000149,A,towerenter,O,enter,702,,2382.0,39530.10000000149,7766,DWL,C,1
8,4.098999977111816,delay,55901.00002288818,Tue Mar 03 2026 17:42:27 GMT-0600 (Central Standard Time),43627.800000000745,A,wheatenter,O,enter,515,,1715.0,41912.800000000745,7766,DWL,C,2
8,6.3480000495910645,delay,53651.999950408936,Tue Mar 03 2026 17:42:27 GMT-0600 (Central Standard Time),45877.20000000298,A,queenenter,O,enter,538,,2248.900000002235,43628.300000000745,7766,DWL,C,3
8,8.680000066757202,delay,51319.9999332428,Tue Mar 03 2026 17:42:27 GMT-0600 (Central Standard Time),48209.0,A,sugarenter,O,enter,693,,2331.39999999851,45877.60000000149,7766,DWL,C,4
8,10.812999963760376,delay,49187.000036239624,Tue Mar 03 2026 17:42:27 GMT-0600 (Central Standard Time),50341.900000002235,A,boyenter,O,enter,865,,2132.5,48209.400000002235,7766,DWL,C,5
8,14.144999980926514,delay,45855.000019073486,Tue Mar 03 2026 17:42:27 GMT-0600 (Central Standard Time),53674.400000002235,A,homeenter,O,enter,325,,3332.10000000149,50342.300000000745,7766,DWL,C,6
8,18.444000005722046,delay,41555.999994277954,Tue Mar 03 2026 17:42:27 GMT-0600 (Central Standard Time),57973.800000000745,A,doctorenter,O,enter,1550,,4299.0,53674.800000000745,7766,DWL,C,7
8,21.37600016593933,delay,38623.99983406067,Tue Mar 03 2026 17:42:27 GMT-0600 (Central Standard Time),60905.5,A,campenter,O,enter,331,,2931.2999999970198,57974.20000000298,7766,DWL,C,8
8,23.193000078201294,delay,36806.999921798706,Tue Mar 03 2026 17:42:27 GMT-0600 (Central Standard Time),62722.20000000298,A,cornenter,O,enter,492,,1816.4000000022352,60905.800000000745,7766,DWL,C,9
8,27.02500009536743,delay,32974.99990463257,Tue Mar 03 2026 17:42:27 GMT-0600 (Central Standard Time),66554.10000000149,A,flagenter,O,enter,493,,3831.5,62722.60000000149,7766,DWL,C,10
8,29.039000034332275,delay,30960.999965667725,Tue Mar 03 2026 17:42:27 GMT-0600 (Central Standard Time),68569.0,A,letterenter,O,enter,406,,2014.5,66554.5,7766,DWL,C,11
8,31.98900008201599,delay,28010.99991798401,Tue Mar 03 2026 17:42:27 GMT-0600 (Central Standard Time),71518.5,A,nailenter,O,enter,1352,,2949.199999999255,68569.30000000075,7766,DWL,C,12
8,34.9210000038147,delay,25078.999996185303,Tue Mar 03 2026 17:42:27 GMT-0600 (Central Standard Time),74450.80000000075,A,shoreenter,O,enter,549,,2932.0,71518.80000000075,7766,DWL,C,13
8,37.13900017738342,delay,22860.999822616577,Tue Mar 03 2026 17:42:27 GMT-0600 (Central Standard Time),76668.5,A,cattleenter,O,enter,339,,2217.39999999851,74451.10000000149,7766,DWL,C,14
8,38.73699998855591,delay,21263.00001144409,Tue Mar 03 2026 17:42:27 GMT-0600 (Central Standard Time),78266.90000000224,A,bodyenter,O,enter,308,,1598.0,76668.90000000224,7766,DWL,C,15
