Symbol,acc_sum,block_c,block_dur,clicked_response,condition,continue_roi_ticked,correct,correct_response,countdown,cursor_x,cursor_y,datetime,endtime,my_cursor_roi,my_cursor_roi_ticked,project,response,session_number,start_end,starttime,subject_id,task,task_vers,time_test_box_response,time_test_clicked_response,time_test_display_stimuli,trial,x_continue_box,y_continue_box
,0,0,0.0,1,,yes,1,1,120000.0,230,134,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),,box1,yes,O,1,1,,,7170,DSST,A,,,,0,160,113
X,1,1,0.0,8,prac,yes,1,8,120000.0,222,159,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),41025.299999952316,box8,yes,O,1,1,4560.899999856949,36464.40000009537,7170,DSST,A,,,,1,160,113
),2,1,0.0,3,prac,yes,1,3,120000.0,175,133,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),45506.90000009537,box3,yes,O,1,1,3701.4000000953674,41805.5,7170,DSST,A,,,,2,160,113
T,3,1,0.0,2,prac,yes,1,2,120000.0,188,133,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),49989.90000009537,box2,yes,O,1,1,3678.800000190735,46311.09999990463,7170,DSST,A,,,,3,160,113
L,4,1,0.0,4,prac,yes,1,4,120000.0,180,133,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),54104.299999952316,box4,yes,O,1,1,3291.7000000476837,50812.59999990463,7170,DSST,A,,,,4,160,113
+,5,1,0.0,9,prac,yes,1,9,120000.0,262,157,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),58636.0,box9,yes,O,1,1,3739.5999999046326,54896.40000009537,7170,DSST,A,,,,5,160,113
^,6,1,0.0,7,prac,yes,1,7,120000.0,199,151,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),64085.40000009537,box7,yes,O,1,1,4638.200000047684,59447.200000047684,7170,DSST,A,,,,6,160,113
U,7,1,0.0,5,prac,yes,1,5,120000.0,195,147,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),68250.90000009537,box5,yes,O,1,1,3332.7000000476837,64918.200000047684,7170,DSST,A,,,,7,160,113
-,8,1,0.0,1,prac,yes,1,1,120000.0,213,134,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),72515.90000009537,box1,yes,O,1,1,3465.5,69050.40000009537,7170,DSST,A,,,,8,160,113
O,9,1,0.0,6,prac,yes,1,6,120000.0,232,161,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),77263.09999990463,box6,yes,O,1,1,3915.5999999046326,73347.5,7170,DSST,A,,,,9,160,113
T,1,1,3.490000009536743,2,test,yes,1,2,116509.99999046326,200,123,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),87277.59999990463,box2,yes,O,1,1,3428.699999809265,83848.90000009537,7170,DSST,A,83782.0,84704.0,81276.0,1,160,113
-,2,1,6.379000186920166,1,test,yes,1,1,113620.99981307983,259,124,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),90177.0,box1,yes,O,1,1,2836.4000000953674,87340.59999990463,7170,DSST,A,86645.0,87603.0,84767.0,2,160,113
),3,1,9.263000011444092,3,test,yes,1,3,110736.99998855591,258,134,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),93059.20000004768,box3,yes,O,1,1,2827.5,90231.70000004768,7170,DSST,A,89580.0,90486.0,87659.0,3,160,113
^,4,1,12.341000080108643,7,test,yes,1,7,107658.99991989136,257,154,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),96157.59999990463,box7,yes,O,1,1,3039.5999999046326,93118.0,7170,DSST,A,92686.0,93585.0,90545.0,4,160,113
T,5,1,15.585000038146973,2,test,yes,1,2,104414.99996185303,257,162,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),99406.09999990463,box2,yes,O,1,1,3222.199999809265,96183.90000009537,7170,DSST,A,96008.0,96833.0,93611.0,5,160,113
L,6,1,18.450999975204468,4,test,yes,1,4,101549.00002479553,218,141,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),102271.59999990463,box4,yes,O,1,1,2845.0999999046326,99426.5,7170,DSST,A,98950.0,99699.0,96853.0,6,160,113
X,7,1,22.042999982833862,8,test,yes,1,8,97957.00001716614,267,154,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),105854.40000009537,box8,yes,O,1,1,3563.0,102291.40000009537,7170,DSST,A,102390.0,103281.0,99718.0,7,160,113
T,8,1,25.782000064849854,2,test,yes,1,2,94217.99993515015,168,119,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),109602.70000004768,box2,yes,O,1,1,3710.5,105892.20000004768,7170,DSST,A,106195.0,107030.0,103319.0,8,160,113
-,9,1,28.302000045776367,1,test,yes,1,1,91697.99995422363,211,137,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),112103.09999990463,box1,yes,O,1,1,2480.399999856949,109622.70000004768,7170,DSST,A,108688.0,109530.0,107050.0,9,160,113
),10,1,30.766000032424927,3,test,yes,1,3,89233.99996757507,232,129,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),114568.90000009537,box3,yes,O,1,1,2414.100000143051,112154.79999995232,7170,DSST,A,111220.0,111996.0,109582.0,10,160,113
T,11,1,34.51300001144409,2,test,yes,1,2,85486.99998855591,236,135,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),118333.20000004768,box2,yes,O,1,1,3715.4000000953674,114617.79999995232,7170,DSST,A,114990.0,115760.0,112045.0,11,160,113
-,12,1,37.087000131607056,1,test,yes,1,1,82912.99986839294,200,128,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),120883.40000009537,box1,yes,O,1,1,2531.800000190735,118351.59999990463,7170,DSST,A,117402.0,118310.0,115779.0,12,160,113
L,13,1,39.78400015830994,4,test,yes,1,4,80215.99984169006,243,146,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),123582.5,box4,yes,O,1,1,2642.5999999046326,120939.90000009537,7170,DSST,A,120253.0,121009.0,118367.0,13,160,113
T,14,1,42.634000062942505,2,test,yes,1,2,77365.9999370575,265,143,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),126432.09999990463,box2,yes,O,1,1,2790.5999999046326,123641.5,7170,DSST,A,123033.0,123859.0,121068.0,14,160,113
),15,1,45.366000175476074,3,test,yes,1,3,74633.99982452393,267,138,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),129163.70000004768,box3,yes,O,1,1,2668.7000000476837,126495.0,7170,DSST,A,125850.0,126590.0,123922.0,15,160,113
U,16,1,48.21500015258789,5,test,yes,1,5,71784.99984741211,226,136,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),132013.0,box5,yes,O,1,1,2793.0999999046326,129219.90000009537,7170,DSST,A,128691.0,129440.0,126647.0,16,160,113
T,17,1,51.28000020980835,2,test,yes,1,2,68719.99979019165,232,147,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),135078.90000009537,box2,yes,O,1,1,3013.800000190735,132065.09999990463,7170,DSST,A,131729.0,132506.0,129492.0,17,160,113
),18,1,56.23900008201599,3,test,yes,1,3,63760.99991798401,222,139,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),140059.20000004768,box3,yes,O,1,1,4937.600000143051,135121.59999990463,7170,DSST,A,136617.0,137486.0,132549.0,18,160,113
-,19,1,58.94099998474121,1,test,yes,1,1,61059.00001525879,203,134,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),142758.40000009537,box1,yes,O,1,1,2680.2000000476837,140078.20000004768,7170,DSST,A,139228.0,140185.0,137505.0,19,160,113
L,20,1,61.9300000667572,4,test,yes,1,4,58069.9999332428,233,138,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),145741.59999990463,box4,yes,O,1,1,2959.899999856949,142781.70000004768,7170,DSST,A,142229.0,143168.0,140208.0,20,160,113
+,21,1,65.46300005912781,9,test,yes,1,9,54536.99994087219,221,150,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),149257.40000009537,box9,yes,O,1,1,3484.600000143051,145772.79999995232,7170,DSST,A,145694.0,146684.0,143200.0,21,160,113
O,22,1,68.74500012397766,6,test,yes,1,6,51254.99987602234,205,158,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),152555.79999995232,box6,yes,O,1,1,3235.0,149320.79999995232,7170,DSST,A,148991.0,149983.0,146748.0,22,160,113
),23,1,71.50400018692017,3,test,yes,1,3,48495.999813079834,216,143,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),155305.40000009537,box3,yes,O,1,1,2707.100000143051,152598.29999995232,7170,DSST,A,151891.0,152732.0,150025.0,23,160,113
-,24,1,74.53500008583069,1,test,yes,1,1,45464.99991416931,209,130,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),158338.0,box1,yes,O,1,1,2983.2999999523163,155354.70000004768,7170,DSST,A,154804.0,155765.0,152782.0,24,160,113
L,25,1,77.44000005722046,4,test,yes,1,4,42559.99994277954,203,135,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),161236.70000004768,box4,yes,O,1,1,2852.600000143051,158384.09999990463,7170,DSST,A,157764.0,158663.0,155811.0,25,160,113
-,26,1,81.43099999427795,1,test,yes,1,1,38569.000005722046,227,146,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),165251.0,box1,yes,O,1,1,3951.2999999523163,161299.70000004768,7170,DSST,A,161836.0,162678.0,158727.0,26,160,113
U,27,1,84.6690001487732,5,test,yes,1,5,35330.99985122681,247,141,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),168467.59999990463,box5,yes,O,1,1,3197.2999999523163,165270.29999995232,7170,DSST,A,165085.0,165894.0,162697.0,27,160,113
L,28,1,87.49500012397766,4,test,yes,1,4,32504.99987602234,216,141,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),171299.90000009537,box4,yes,O,1,1,2767.600000143051,168532.29999995232,7170,DSST,A,168018.0,168727.0,165959.0,28,160,113
T,29,1,91.02800011634827,2,test,yes,1,2,28971.999883651733,249,159,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),174847.70000004768,box2,yes,O,1,1,3508.0,171339.70000004768,7170,DSST,A,171440.0,172275.0,168767.0,29,160,113
^,30,1,94.84600019454956,7,test,yes,1,7,25153.99980545044,259,162,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),178647.70000004768,box7,yes,O,1,1,3780.2999999523163,174867.40000009537,7170,DSST,A,175020.0,176074.0,172294.0,30,160,113
O,31,1,98.77800011634827,6,test,yes,1,6,21221.999883651733,297,162,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),182595.29999995232,box6,yes,O,1,1,3897.0,178698.29999995232,7170,DSST,A,179198.0,180022.0,176125.0,31,160,113
),32,1,102.19600009918213,3,test,yes,1,3,17803.99990081787,277,161,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),185995.40000009537,box3,yes,O,1,1,3378.600000143051,182616.79999995232,7170,DSST,A,182645.0,183422.0,180044.0,32,160,113
U,33,1,105.07400012016296,5,test,yes,1,5,14925.999879837036,167,147,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),188893.29999995232,box5,yes,O,1,1,2845.2999999523163,186048.0,7170,DSST,A,185595.0,186320.0,183475.0,33,160,113
^,34,1,108.2260000705719,7,test,yes,1,7,11773.9999294281,229,159,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),192026.5,box7,yes,O,1,1,3114.2999999523163,188912.20000004768,7170,DSST,A,188479.0,189453.0,186339.0,34,160,113
+,35,1,111.7829999923706,9,test,yes,1,9,8217.000007629395,245,155,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),195576.29999995232,box9,yes,O,1,1,3503.7999999523163,192072.5,7170,DSST,A,192043.0,193003.0,189499.0,35,160,113
X,36,1,115.72200012207031,8,test,yes,1,8,4277.9998779296875,235,137,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),199539.59999990463,box8,yes,O,1,1,3910.0999999046326,195629.5,7170,DSST,A,195643.0,196967.0,193056.0,36,160,113
U,37,1,119.9539999961853,5,test,yes,1,5,46.000003814697266,190,125,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),203756.20000004768,box5,yes,O,1,1,4193.400000095367,199562.79999995232,7170,DSST,A,200274.0,201183.0,196990.0,37,160,113
L,37,1,120.03600001335144,5,test,no,0,4,-36.00001335144043,190,125,Mon Jun 09 2025 19:53:45 GMT-0500 (Central Daylight Time),203855.09999990463,0,no,O,None,1,58.69999980926514,203796.40000009537,7170,DSST,A,201224.0,201282.0,201222.0,38,160,113
